,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,conservation status,ecomorphological guild,hearing range,hearing threshold,locomotion,mineralized skeleton contains,visual system,geographic distribution includes,habitat,population trend,biogeographic realm,body mass,foraging habitat,life span,trophic guild,weight,host of,eats,ecoregion,type specimen repository,body shape,diet includes,mating system,native range includes,parental care,social system,preys on,number of public records in bold,behavioral circadian rhythm,bill length,genome size,tarsus length,temperature at range midpoint latitude,basal metabolic rate,litters per year,prenatal development duration,body temperature,parasitized by,middle toe length,has ectoparasite,is vector for,growth rate,onset of fertility,has endoparasite,visits flowers of,motility,sensory system,is eaten by,preyed upon by,used for,tarsometatarsus + middle toe length,body length,pathogen of,has host,initial mortality rate,mortality rate doubling time,symbiont of,clutch/brood/litter size,egg mass,has pathogen,harvested in,mutualistic with,mineralized tissue contains,reproduction,standard length,water depth,Total length,parasite of,trophic level,visits,is killed by,invasive in,Leaf Complexity,leaf morphology,life cycle habit,photosynthetic pathway,plant growth form,plant lifeform,produces,seed dry mass,after harvest regrowth rate,anaerobic soil tolerance,bloom period,calcareous soil tolerance,fire resistance,fire tolerance,fruit or seed color,planting density,precipitation tolerance,seeds per pound,spore arrangement,leaf sheddability,fruit type,leaf lamina area,leaf mass per area,leaf nitrogen per dry mass,vegetative plant height,leaf arrangement,developmental mode,wing morphology,supporting structures and enclosures,diet breadth,geographic range (size of area),habitat breadth,social group size,territorial
0,Little cuckoodove,Animalia,Chordata,Aves,https://eol.org/pages/45516204,Macropygia ruficeps (Little Cuckoo Dove) is a species of birds in the family Columbidae. They are found in the indo-malayan realm and australasia. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,Laos,"fen,terrestrial",Stable,the indo-malayan realm,97 g,,,,,,,Peninsular Malaysian Montane Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little curlew,Animalia,Chordata,Aves,https://eol.org/pages/45509188,"Numenius minutus (Little Curlew) is a species of birds in the family Scolopacidae. They are associated with freshwater habitat. They are found in the palearctic, australasia, and the indo-malayan realm. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,,nectonic,,,flight,,corneal eyes,United States,freshwater,Stable,the palearctic,173 g,terrestrial,,invertivore,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little eagle,Animalia,Chordata,Aves,https://eol.org/pages/915251,Hieraaetus morphnoides (Little Eagle) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in australasia. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,,,,,flight,,corneal eyes,Australia,grassland,Stable,australasia,774 g,terrestrial,10.3 years,vertivore,791 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little egret,Animalia,Chordata,Aves,https://eol.org/pages/45511358,"Egretta garzetta (Little Egret) is a species of birds in the family Ardeidae. They are associated with freshwater habitat. They are found in Afrotropics, the indo-malayan realm, Oceania continent (Australia, NZ and islands), the palearctic, The Neotropics, and australasia. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",,,nectonic,,,flight,,,New Zealand,coastal,Increasing,Afrotropics,,freshwater,22.3 years,invertivore,312 g,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,0.248 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little forktail,Animalia,Chordata,Aves,https://eol.org/pages/45517519,Enicurus scouleri (Little Forktail) is a species of birds in the family Old World flycatchers. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Vietnam,"river,freshwater habitat",Stable,the palearctic,16 g,,,,,,,Taiwan Subtropical Evergreen Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little grassbird,Animalia,Chordata,Aves,https://eol.org/pages/52232826,Poodytes gramineus (Little Grassbird) is a species of birds in the family Locustellidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,terrestrial,Increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little grebe,Animalia,Chordata,Aves,https://eol.org/pages/45513831,"Tachybaptus ruficollis (L Ittle Grebe) is a species of birds in the family grebes. They are associated with freshwater habitat. They are found in the palearctic, australasia, the indo-malayan realm, and Afrotropics. They are diurnal. Individuals can grow to 45 cm. They have parental care (occasionally breeds cooperatively). They rely on flight and drag powered swimming to move around.",,,nectonic,,,flight,,,South Africa,aquatic,Decreasing,the palearctic,,freshwater,17.5 years,invertivore,174 g,,,,,,,,,,,,,,,1.585 pg,,,,,,,,,,,,,,,,,,,,,40 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little green pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516246,Treron olax (Little Green Pigeon) is a species of birds in the family Columbidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,Brunei,"subtropical,terrestrial",Decreasing,the indo-malayan realm,77 g,,,,,,,Borneo Montane Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little green sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514840,Anthreptes seimundi (Little Green Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Uganda,terrestrial,Stable,,6.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little green woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/1177589,Campethera maculosa (Golden Backed Woodpecker) is a species of birds in the family woodpeckers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,Cameroon,terrestrial,Increasing,Afrotropics,54 g,,,,,,,Western Guinean Lowland Forests,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little greenbul,Animalia,Chordata,Aves,https://eol.org/pages/45514339,Eurillas virens (Little Greenbul) is a species of birds in the family bulbuls. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Mozambique,"savanna,terrestrial",Stable,,,,,,,,Polyscias fulva (Hiern) Harms (Parasol tree),,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little grey flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45514727,Muscicapa epulata (Little Grey Flycatcher) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,The Congo,"subtropical,terrestrial",Stable,Afrotropics,10.7 g,,,,,,,Northeastern Congolian Lowland Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little grey greenbul,Animalia,Chordata,Aves,https://eol.org/pages/45514340,Eurillas gracilis (Little Grey Greenbul) is a species of birds in the family bulbuls. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Angola,"subtropical,terrestrial",Stable,,,,,,,,Antiaris toxicaria (Pers.) Leschen. (False Mvule),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little grey woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/1177595,Dendropicos elachus (Little Grey Woodpecker) is a species of birds in the family woodpeckers. They are found in the palearctic and Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,Cameroon,"steppe,freshwater habitat",Unknown,the palearctic,21 g,,,,,,,Inner Niger Delta Flooded Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little ground tyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513193,Muscisaxicola fluviatilis (Little Ground Tyrant) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,otoliths,,,,,bipedal movement,apatite,corneal eyes,Bolivia,"subtropical,terrestrial",Stable,The Neotropics,16 g,,,,,,,,NHMUK,,,,,,,,,,,1.252 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little gull,Animalia,Chordata,Aves,https://eol.org/pages/45509278,Hydrocoloeus minutus (L Ittle Gull) is a species of birds in the family Laridae. They are associated with freshwater habitat. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,,nectonic,,,flight,,,United States,freshwater,Increasing,,,freshwater,20.9 years,invertivore,119 g,,Loligo (Loligo squid),,,,,,,,,,,,,,,,,,21 days,,,,,,0.273 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little hermit,Animalia,Chordata,Aves,https://eol.org/pages/45512237,Phaethornis longuemareus (Little Hermit) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,,flight,apatite,corneal eyes,Guyana,terrestrial,Stable,The Neotropics,3 g,,,,,,Costus (costus),,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little Inca finch,Animalia,Chordata,Aves,https://eol.org/pages/1050344,Incaspiza watkinsi (Little Inca Finch) is a species of birds in the family tanagers. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,otoliths,near threatened,,,10 dB,bipedal movement,apatite,corneal eyes,Peru,"subtropical,terrestrial",Decreasing,The Neotropics,22.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45516503,Ceyx pusillus (Little Kingfisher) is a species of birds in the family Alcedinidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Australia,terrestrial,Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little lorikeet,Animalia,Chordata,Aves,https://eol.org/pages/47043557,Parvipsitta pusilla (Little Lorikeet) is a species of birds in the family Psittaculidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little minivet,Animalia,Chordata,Aves,https://eol.org/pages/45516789,Pericrocotus lansbergei (Flores Minivet) is a species of birds in the family cuckoo-shrikes. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Indonesia,"tropical,terrestrial",Stable,australasia,,,,,,,,Lesser Sundas Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45512199,Setopagis parvula (Little Nightjar) is a species of birds in the family Caprimulgidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,South Atlantic,terrestrial,Stable,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little owl,Animalia,Chordata,Aves,https://eol.org/pages/45517847,"Athene noctua (Little Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are native to the Palearctic and Ethiopia. They are crepuscular carnivores. They have parental care (pair provides care, female provides care, and paternal care). They rely on flight to move around.",,,,,,flight,,,Moldova,,Stable,the palearctic,,terrestrial,,vertivore,,,,,Zoologisches Forschungsmuseum Alexander Koenig,bilaterally symmetric,fish,monogamous,the Palearctic,,,,,,,,,,,,16 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little paradise kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45516448,Tanysiptera hydrocharis (Little Paradise Kingfisher) is a species of birds in the family Alcedinidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Indonesia,terrestrial,Unknown,australasia,,,,,,,,Vogelkop-Aru Lowland Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little penguin,Animalia,Chordata,Aves,https://eol.org/pages/45512088,"Eudyptula minor (Blue Penguin) is a species of birds in the family penguins. They are native to Australia and Pacific Ocean. They are nocturnal carnivores. They have parental care (pair provides care, paternal care, and female provides care). They rely on swimming, flight, and lift powered swimming to move around.",,,nectonic,,,,,,New Zealand,,,,,marine pelagic,,,,,,,,bilaterally symmetric,fish,monogamous,Australia,,group living,,,,35.8 mm,,,16.82 degrees celsius,,,39 days,,,50.3 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little pied cormorant,Animalia,Chordata,Aves,https://eol.org/pages/45516068,"Microcarbo melanoleucos (Little Pied Cormorant (White Throated)) is a species of birds in the family cormorants. They are found in australasia and Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,,nectonic,,,flight,,corneal eyes,New Zealand,"marine benthic,marine",Unknown,australasia,,,,,,,Illex Steenstrup 1880,,,,,,,,,Osteichthyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opecoelidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little pied flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517556,"Ficedula westermanni (Little Pied Flycatcher) is a species of birds in the family Old World flycatchers. They are found in the palearctic, the indo-malayan realm, and australasia. They rely on flight to move around.",tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Indonesia,"tropical,terrestrial",Decreasing,the palearctic,10 g,,,,,,,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little raven,Animalia,Chordata,Aves,https://eol.org/pages/45518684,Corvus mellori (Little Raven) is a species of birds in the family Corvidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Australia,"temperate,terrestrial",Increasing,australasia,660 g,,,,,,,Southeast Australia Temperate Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little ringed plover,Animalia,Chordata,Aves,https://eol.org/pages/45509157,"Charadrius dubius (Little Ringed Plover) is a species of birds in the family Charadriidae. They are associated with freshwater habitat. They are found in australasia, Oceania continent (Australia, NZ and islands), the indo-malayan realm, Afrotropics, and the palearctic. They are diurnal. Individuals can grow to 48 cm. They have parental care (occasionally breeds cooperatively). They rely on flight to move around.",,,nectonic,,,flight,,,Somalia,,Stable,australasia,,freshwater,13 years,invertivore,38.7 g,,,,,,,,,,,,,,,,,,0.416 watts,,,,,,,,0.138 /day,,,,,,,,,,42 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little rock thrush,Animalia,Chordata,Aves,https://eol.org/pages/45514784,Monticola rufocinereus (Little Rock Thrush) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Eritrea,"mountain,terrestrial",Stable,Afrotropics,27 g,,,,,,,Ethiopian Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little rush warbler,Animalia,Chordata,Aves,https://eol.org/pages/45514447,Bradypterus baboecala (African Bush Warbler) is a species of birds in the family Locustellidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Mozambique,,,Afrotropics,13.5 g,,,,,,,Zambezian And Mopane Woodlands,,,,,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little shearwater,Animalia,Chordata,Aves,https://eol.org/pages/45512132,"Puffinus assimilis (Little Shearwater) is a species of birds in the family Procellariidae. They are found in the palearctic, Antarctica, Afrotropics, and australasia. They are nocturnal. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,,nectonic,,,flight,,corneal eyes,South Africa,marine,Decreasing,the palearctic,226 g,marine pelagic,,invertivore,,,Sprattus sprattus (Linnaeus 1758) (sprat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little slaty flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517547,Ficedula basilanica (Little Slaty Flycatcher) is a species of birds in the family Old World flycatchers. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,vulnerable,,,,bipedal movement,apatite,corneal eyes,The Philippines,"tropical,terrestrial",Decreasing,the indo-malayan realm,16.1 g,,,,,,,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little sparrowhawk,Animalia,Chordata,Aves,https://eol.org/pages/1048392,Accipiter minullus (Little Sparrowhawk) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,,flight,apatite,corneal eyes,United States,freshwater habitat,Stable,Afrotropics,101 g,,,,,,Paraxerus ochraceus (Huet 1880) (Ochre Bush Squirrel),,,,,,,,,Paraxerus ochraceus (Huet 1880) (Ochre Bush Squirrel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little spiderhunter,Animalia,Chordata,Aves,https://eol.org/pages/45517638,Arachnothera longirostra (Little Spiderhunter) is a species of birds in the family Sunbirds. They are found in the indo-malayan realm. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Indian Ocean,tropical,,the indo-malayan realm,12 g,terrestrial,,nectarivore,,,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little spotted kiwi,Animalia,Chordata,Aves,https://eol.org/pages/1178364,Apteryx owenii (Kiwi) is a species of birds in the family kiwis. They are listed as near threatened by IUCN. They are native to Australia. They are nocturnal.,tympanic middle ear,,,,,bipedal movement,,corneal eyes,New Zealand,grassland,Increasing,australasia,1400 g,,,,,,,,NHMUK,bilaterally symmetric,,,Australia,,,,,nocturnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little stint,Animalia,Chordata,Aves,https://eol.org/pages/45509228,"Calidris minuta (Little Stint) is a species of birds in the family Scolopacidae. They are found in the palearctic, the indo-malayan realm, Afrotropics, Antarctica, and australasia. They are diurnal. Individuals can grow to 37 cm. They have parental care (pair provides care). They rely on flight to move around.",,,nectonic,,,flight,,corneal eyes,South Africa,,Increasing,australasia,,terrestrial,14.7 years,invertivore,21.1 g,,Diptera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little Sumba hawkowl,Animalia,Chordata,Aves,https://eol.org/pages/1036372,Ninox sumbaensis (Little Sumba Hawk Owl) is a species of birds in the family typical owls. They are listed as endangered by IUCN and in cites appendix ii. They rely on flight to move around.,tympanic middle ear,endangered,,5000 Hz,-15 dB,flight,apatite,corneal eyes,Indonesia,"tropical,terrestrial",Decreasing,,90 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little tern,Animalia,Chordata,Aves,https://eol.org/pages/45509317,Sternula albifrons (L Ittle Tern) is a species of birds in the family Laridae. Individuals can grow to 55 cm. They rely on flight to move around.,,,nectonic,,,flight,,,United States,subtropical,Decreasing,,,,23.9 years,,31 g,,Kondakovia longimana Filippova 1972,,NHMUK,,,,,,,,,,,,,,,,21 days,,,,,,0.182 /day,,,,,,,,,,55 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little thornbird,Animalia,Chordata,Aves,https://eol.org/pages/1050151,Phacellodomus sibilatrix (Little Thornbird) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Argentina,"tropical,terrestrial",Decreasing,The Neotropics,16 g,,,,,,,Humid Chaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45508936,Crypturellus soui (Little Tinamou) is a species of birds in the family tinamous. They are found in The Neotropics. They are diurnal.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,South Pacific,"river valley,terrestrial",Decreasing,The Neotropics,268 g,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
